Identifier,C1,C2,C3,C4,T1,T2,T3,T4
ENSRNOG00000060765,0,0,0,0,0,0,0,0
ENSRNOG00000003403,7.663017494,5.754454556,4.065098128,3.34580472,9.581662554,9.554974717,8.931704524,8.552324894
ENSRNOG00000021586,0,0,0,0,0,0.12524341,0,0
ENSRNOG00000003453,16.19114855,9.380810735,8.664233109,6.098475187,22.58522544,21.17261339,20.41415326,23.66325249
ENSRNOG00000058034,0,0,0,0,0,0,0,0.425587028
ENSRNOG00000021553,3.327378979,2.086280863,1.720612935,0.555668271,5.379006806,6.539278731,4.332530497,4.402905173
ENSRNOG00000036368,0,0,0,0,0,0,0,0
ENSRNOG00000049403,4.098151578,0,0.109185191,0.280555901,1.243075973,2.55972165,2.519546587,1.56120406
ENSRNOG00000056388,0,0.399027231,0,0,0,0,0,0
ENSRNOG00000048922,0.676177892,1.838675476,4.11104592,0.324033862,0,3.777626899,1.70962655,4.357600515
ENSRNOG00000047684,0,0,0,0,0,0,0,0
ENSRNOG00000003614,14.57468655,7.214519095,6.603046446,3.514159875,22.53450526,22.12633583,24.73258931,15.69761385
ENSRNOG00000053218,0,0,0,1.355591202,0,0,0,0
ENSRNOG00000003769,6.358171184,4.60252695,2.7253931,2.293383785,14.08538067,14.69680046,11.79204367,14.41416554
ENSRNOG00000003884,0,0,0,0,0,0,0,0
ENSRNOG00000017113,17.6886127,10.70258373,9.979059047,6.45614398,25.77546507,23.45040512,25.021364,20.10859184
ENSRNOG00000003952,0.484078753,0.222256806,0.19626007,0.134479582,0.335163829,0.971341726,0.877470079,0.280625986
ENSRNOG00000054237,0,0.932078875,0,7.895542648,0,2.572748224,0,1.569149119
ENSRNOG00000003953,13.23142582,5.935166917,5.910495994,4.714380451,25.12903367,25.06675789,25.62640545,24.20924926
ENSRNOG00000003979,1.951692263,0.868735929,0.677183913,0.870026149,2.981506742,3.693328616,3.23520043,1.865963146
ENSRNOG00000049021,0,0,0,0,0,0,0,0
ENSRNOG00000004099,17.60920518,8.326887328,8.004269567,4.309778173,29.07661022,25.79442247,24.01794267,23.96120349
ENSRNOG00000035534,0,0,0,0,0,0,0,0
ENSRNOG00000003625,32.38235244,21.64791731,23.86640506,19.30871492,55.93140896,54.83706447,55.59767896,53.07428631
ENSRNOG00000003681,0,0.049902866,0.014101079,0.01207777,0.040135279,0.018365758,0,0.11761564
ENSRNOG00000003703,4.502969235,2.113873088,1.655931728,1.950201741,4.334465715,8.434415928,12.79423511,4.545260707
ENSRNOG00000003743,40.14523579,25.67598842,32.68071058,25.28814888,49.46538422,48.2883829,64.65017671,62.21977878
ENSRNOG00000052517,0,0,0,0,0,0,0,0
ENSRNOG00000003866,9.625618458,5.061417446,6.312639517,6.040480292,13.19480014,12.84657966,16.43053376,9.931215652
ENSRNOG00000058296,0,0,0,0,0,0,0,0
ENSRNOG00000059385,0,0,0,0,0,0,0,0
ENSRNOG00000059085,0,0,0,0,0,0,0,0
ENSRNOG00000003878,2.417745074,1.524801637,1.336012405,0.529244852,7.391368244,5.763985452,5.732395321,4.616609877
ENSRNOG00000003927,5.353282663,4.480638458,2.175231643,3.58291564,7.937520358,6.283672054,11.34223627,6.546238494
ENSRNOG00000054104,0,0.206719525,0.097354741,0,0,0,0,0
ENSRNOG00000025862,0,0.058088645,0,0,0,0,0,0
ENSRNOG00000004062,0.075665551,0,0,0,0.100412067,0.045948196,0.101760828,0
ENSRNOG00000030374,11.63357841,17.2291635,15.47850798,22.09592867,14.12044697,16.02443334,10.68488699,13.08386378
ENSRNOG00000004125,0.499106847,0,0.077568616,0,0,0.101028183,0.223745706,0.554564392
ENSRNOG00000004162,4.35612246,3.320492352,3.16571876,1.339406827,8.956165879,8.221455945,6.436040545,7.24885834
ENSRNOG00000025704,5.151961984,4.327677611,4.25822245,2.244447205,5.904610872,6.470407505,5.275300667,5.334113873
ENSRNOG00000004341,0,0.213018724,0.240771252,0.077333971,0.042831037,0,0,0.107584718
ENSRNOG00000004393,0,0.019951362,0.140941668,0.096574798,0,0,0,0.067175992
ENSRNOG00000004405,0,0.104331244,0.098269782,0.042084717,0,0.287977799,0,0
ENSRNOG00000004441,4.255500186,0.665206412,1.30533143,1.073313131,7.579226839,5.236342077,6.325556581,6.53258055
ENSRNOG00000004470,0,0,0.520961265,0,0,0.193862535,0,0
ENSRNOG00000004633,0,0,0,0,0,0,0,0
ENSRNOG00000025571,0,0,0,0,0,0,0,0
ENSRNOG00000004647,0,0,0,0,0,0,0,0
ENSRNOG00000004726,26.36611942,13.6313768,15.67365088,7.809139102,34.40603985,36.73618293,43.09274987,32.30670556
ENSRNOG00000055013,0,0,0,0,0,0,0,0
ENSRNOG00000004870,1.300216766,0.882667465,0.900668202,0.445058557,3.056519135,1.804712275,2.548005321,2.600439293
ENSRNOG00000004910,10.84464382,7.946053438,7.541534505,8.184390298,11.89119807,12.78024076,12.66891983,11.89645767
ENSRNOG00000005342,7.16420808,4.58366238,4.749095598,2.705290081,15.71610212,13.40662081,17.07422583,12.94217328
ENSRNOG00000025100,3.288293847,1.6607427,1.119865421,0.776479288,2.428513184,2.187830097,3.537879559,2.065116654
ENSRNOG00000006733,37.12441603,22.6543838,23.95565473,9.047193128,59.33476199,55.34103488,60.30422402,49.6798122
ENSRNOG00000042747,1.437164536,0.689843687,3.289435204,3.339196406,2.774096098,2.062801424,4.041327815,1.887189937
ENSRNOG00000048522,0,0.137502627,0.097135474,0.221861022,0,0,0,0.077161612
ENSRNOG00000058523,0,0,0,0,0,0,0,0
ENSRNOG00000049261,0,0,0.284486481,0.048733325,0,0,0,0
ENSRNOG00000006963,2.880224891,1.487708926,3.503189116,0.666784481,3.102080384,3.295269423,3.592855242,3.849584471
ENSRNOG00000039754,17.22533729,11.15607839,16.93067927,10.89747329,18.05901118,22.44257181,23.98470815,22.16339601
ENSRNOG00000029514,0.051676612,0,0,0.020636793,0,0,0.034749333,0
ENSRNOG00000039745,0.632183814,0.467313465,0.377282891,0.323148039,1.510092634,1.013485563,1.088267799,0.618136654
ENSRNOG00000042320,23.7519045,12.0264233,8.347383959,3.892587424,51.50377867,40.15368378,42.45740784,39.91814124
ENSRNOG00000049641,10.28969054,10.25687599,9.54556541,8.47244501,8.868677061,13.52758097,10.20044359,11.1383495
ENSRNOG00000047287,90.94874387,56.21088286,70.23299501,43.7805751,114.8685287,119.6248518,127.2823029,119.4333153
ENSRNOG00000007591,6.680321718,2.514092282,2.43871533,1.362256678,13.80696784,12.56698692,9.366515097,10.10736495
ENSRNOG00000007887,13.38460728,7.174269066,6.532573724,2.642588247,16.75511442,17.54159158,18.77193184,15.87176972
ENSRNOG00000024657,1.596623165,0.492896387,0.52829583,0.164542807,2.255497677,2.126766998,1.593129228,1.974323342
ENSRNOG00000008137,38.45925352,12.55698099,8.823018372,5.214559814,74.62697103,62.13419857,60.74359724,56.58952215
ENSRNOG00000051244,0.534688645,0,0.062323917,0.427050407,0.709559262,0.324691731,0,0.297049906
ENSRNOG00000035621,0,0,0,0,0,0,0,0
ENSRNOG00000062103,0,0,0,0,0,0,0,0
ENSRNOG00000000036,2.428913846,2.38555667,1.563884168,1.062352967,6.830311946,4.91655751,4.238788618,5.333341161
ENSRNOG00000000034,1.96263279,1.698815062,1.380100814,1.002194469,3.031483971,2.774392026,2.466417018,3.574931037
ENSRNOG00000000033,67.27126869,41.53005173,29.92374253,11.6810642,82.70288123,92.32235826,74.38471901,82.17315504
ENSRNOG00000021298,17.58035976,9.785761036,8.08388296,4.615972068,31.74250613,32.96433601,28.56743021,28.37608819
ENSRNOG00000021289,10.34994534,6.434780249,6.247535813,3.605759982,15.67882818,16.12821042,18.08553041,17.39669841
ENSRNOG00000028752,0.623858058,0.037431739,0.475969778,0.045297192,0.526840139,0.275520145,0.381369138,0.63016105
ENSRNOG00000009033,19.23509215,8.681754731,5.139402239,2.993339221,69.16631487,60.8461342,53.22010484,51.66520865
ENSRNOG00000054094,0,0,0,0,0,0,0,0
ENSRNOG00000030515,43.47235864,13.35930842,11.90054037,6.255262375,152.974022,151.5478224,124.8533469,94.08693225
ENSRNOG00000052543,0,0,0,0,0,0,0,0
ENSRNOG00000009691,7.161014461,2.139861056,2.628963758,0.990767358,25.6656733,23.35207475,19.75427042,15.66279599
ENSRNOG00000009696,27.5016555,13.93524249,11.91310007,4.089283422,35.52546654,34.05240906,32.06793761,30.72000241
ENSRNOG00000029938,17.16254338,5.794300949,4.60904307,2.521021842,30.84332816,27.66057197,26.09806842,25.89216565
ENSRNOG00000028493,23.85130526,14.23355261,13.42797328,6.450579348,33.90949837,31.57634629,34.48053097,29.42278486
ENSRNOG00000060611,0.259834651,0.08574602,0,0,0.517220867,0.946713532,0.698891083,0.144352904
ENSRNOG00000003031,6.603351493,3.213219279,2.436732917,2.433501519,16.96479592,14.40670648,19.58418813,11.16825469
ENSRNOG00000028250,0.209183934,0,0.273086434,0.100243854,0.277597812,0.152433296,0,0
ENSRNOG00000053210,38.01793236,19.19334325,16.98842047,10.37775338,44.11106597,39.49342207,45.53570181,38.84300069
ENSRNOG00000029418,0,0,0,0,0,0,0,0
ENSRNOG00000028353,5.58837555,2.082134783,1.344799819,1.097847247,13.63598321,11.95957106,11.36442869,10.26540794
ENSRNOG00000028368,9.049435699,6.522453706,7.132121483,3.931380951,11.50659406,13.05997065,11.81391984,12.70541905
ENSRNOG00000002937,1.032621373,0.645664508,1.013587555,0.086815183,0.793355626,1.650166555,0.657828152,1.570071064
ENSRNOG00000047481,0,0,0,0.228493981,0,0.347453626,0,0.105958008
ENSRNOG00000002936,0.299033844,0.328939474,0,0,0,0,0,0.110753521
ENSRNOG00000002907,13.98751349,5.879542701,4.854314574,2.691820127,32.84072334,26.69259288,25.23802578,22.78514034
ENSRNOG00000051347,0,0,0,0,0,0,0,0
ENSRNOG00000003059,0.763420652,0.16795369,0.593234532,0.101622724,0.337699456,0,0.513353285,0.212061762
ENSRNOG00000003120,20.3492311,8.774424232,7.409682236,5.146357182,48.36470804,31.0243307,42.57501312,25.75141334
ENSRNOG00000059225,0.378714987,0.333271464,0.353147598,0.075618956,0.293168293,0.383293549,0.33954995,0.490927923
ENSRNOG00000003183,14.49975512,5.938159677,6.322706015,3.332606506,43.36353304,28.09375297,38.01872913,22.19591733
ENSRNOG00000003300,7.112694659,3.121663851,4.747126631,2.681816552,5.941243283,7.980674362,11.07095851,5.134951685
ENSRNOG00000028072,0.160175127,0.132145382,0.52276546,0.031982563,0.743962135,0.729502202,0.430831559,0.489425082
ENSRNOG00000053272,34.13792594,22.43104634,17.77945623,14.01654621,71.61194847,81.81592547,75.77064549,51.97967319
ENSRNOG00000003336,3.287600943,1.117791952,0.464492735,0.556982276,0.132206518,0.241988883,0.937876456,0.221387759
ENSRNOG00000003442,38.31464334,21.62141511,17.10917705,9.45680705,55.35292745,57.63668221,52.85189931,47.61565232
ENSRNOG00000030743,2.874689988,0.337299261,0.178707806,0.765328596,0.169549382,0.077585179,0.601393846,0.070980157
ENSRNOG00000003494,3.234711187,1.550931306,1.541981857,0.764632516,7.776778414,5.707894287,6.164532794,5.657130755
ENSRNOG00000003594,29.64529531,31.71824057,34.3841115,31.1667881,34.09106322,36.36033097,35.337173,34.62152721
ENSRNOG00000027702,0,0.034511682,0,0,0,0,0,0.058100208
ENSRNOG00000003973,13.47397884,8.826273361,6.964502201,5.602444707,27.52416378,24.08670609,22.12506915,21.92400083
ENSRNOG00000004143,97.89132525,61.71443823,79.18541402,63.37238246,115.0551219,98.41831287,112.0545016,109.4281977
ENSRNOG00000004193,8.11913263,5.001419845,6.322451375,3.526749823,13.45868058,13.42445814,12.26018974,9.496082597
ENSRNOG00000027593,0,0.746803258,4.220491787,0,0,0,2.282616748,0
ENSRNOG00000004424,14.51059131,14.19126875,11.41584903,6.899080382,21.68910774,20.18934713,20.05819756,17.53841713
ENSRNOG00000061914,0,0,0,0,0,0,0,0
ENSRNOG00000057117,0,0,0,0,0,0,0,0.14960592
ENSRNOG00000039568,0,0,0.0365338,0,0.051992271,0,0.42152516,0.130596274
ENSRNOG00000060544,8.305741846,4.057722509,4.230817124,2.183695205,18.57290357,14.98748812,17.33169489,12.18440907
ENSRNOG00000004756,26.15528713,11.43598359,10.18555478,5.975389881,122.0389133,97.22369204,86.53044886,72.35447611
ENSRNOG00000051440,8.54968429,2.744367331,3.016897063,1.518441371,12.68848882,10.96427781,11.84217179,10.33969312
ENSRNOG00000005038,1.804900207,4.665698888,3.786861991,3.123370297,3.393193154,4.018786114,5.057016779,2.506811398
ENSRNOG00000005093,0.383027477,0.147466585,0.29764079,0.025493347,0.381222833,0.503955627,0.686832921,0.141862343
ENSRNOG00000005277,0.467014786,0.244459754,0,0.025724137,0.406044794,0.019558381,0.43315673,0.322079877
ENSRNOG00000057663,0,0,0,0,0,0,0,0
ENSRNOG00000005807,2.033222333,1.203591994,1.387762829,0.401793177,1.363003368,1.120123934,3.185473655,0.86173417
ENSRNOG00000005988,128.1576952,88.37576563,77.31232594,51.89325417,224.796854,216.5916397,212.1476308,195.2625448
ENSRNOG00000044610,1.156264195,0,0,0,0,0,0,1.284740841
ENSRNOG00000006237,42.34580676,17.68982565,15.23625643,10.41582945,128.1871151,109.1203745,99.87898294,94.94445431
ENSRNOG00000006330,0,0,0.29396013,0.107906116,0,0,0,0
ENSRNOG00000006720,9.519842431,4.633814938,7.878470023,4.720445263,16.21275974,18.8844721,14.67011943,14.76460315
ENSRNOG00000007040,55.66440019,46.46371949,35.2086007,44.45859286,63.41371941,69.3446717,59.86187671,64.23704207
ENSRNOG00000051548,3.822530821,2.956932738,2.893735045,1.690649014,7.581769196,5.740717172,7.158470718,6.165385953
ENSRNOG00000007369,105.5821043,66.49849259,49.37229345,40.54678263,191.776906,191.3997629,140.5288774,164.0315579
ENSRNOG00000007418,25.66020979,12.06389606,11.62354713,4.707915541,44.06360943,38.06078048,40.83722132,33.07803955
ENSRNOG00000061301,4.74364798,1.17406089,0,1.420763856,8.655713306,9.361944925,6.379621167,3.953048743
ENSRNOG00000008425,24.37920612,6.594129461,4.22566847,3.329366674,51.53551923,48.6347527,48.4662018,31.0026137
ENSRNOG00000047923,0,0,0,0,0,0,0,0
ENSRNOG00000026400,0.191513738,0.505599721,0,0,1.270742778,0.697784715,0.257562345,1.063967571
ENSRNOG00000008937,240.1848971,165.9052324,138.603248,132.8141451,315.5721106,331.5577056,295.0730167,303.4491606
ENSRNOG00000009068,29.77197478,21.66608502,18.79090181,15.26397598,44.42598908,35.44775773,41.52581944,40.73612562
ENSRNOG00000009073,23.7182399,0.758988858,0.268084851,0.0574046,0.667658327,1.833108097,0.676626487,0
ENSRNOG00000009144,0.209278587,0.027624962,0.273210003,0.234008164,0.610991527,0.559174991,1.069524725,0.651090381
ENSRNOG00000033734,7.191982422,5.958674627,3.067841968,2.81097365,9.239529746,11.15070363,8.64335771,11.81664033
ENSRNOG00000010076,2.671585459,1.312500644,1.348632718,0.770081777,4.478312789,3.781371891,5.186819033,4.620045241
ENSRNOG00000026087,1.325480214,0.200779029,0.081048909,0.156193912,0.230685933,0.277097736,0.423734528,0.350082071
ENSRNOG00000010204,8.495002251,7.826074252,7.206361874,6.172349097,16.36194786,15.54751568,17.13709461,13.24069643
ENSRNOG00000033391,0,0.215348029,0,0,0,0,0,0
ENSRNOG00000046231,7.029619887,0.28585095,0.108732956,0.146349167,0.48632857,0.829475401,0.448055511,0.092543911
ENSRNOG00000008471,6.983419067,3.608068927,2.160292942,1.237984505,16.85375843,16.41629694,14.14379255,15.00021739
ENSRNOG00000025987,0,0,0,0.053189144,0.044187816,0.121321101,0,0
ENSRNOG00000025948,1.08751755,0.779289325,0.318716597,0.42188621,2.309106527,1.849117775,2.423698871,1.519075499
ENSRNOG00000008603,0,0.113057715,0,0,0,0,0,0
ENSRNOG00000008741,31.92116676,16.14881539,16.94260718,9.671215824,58.14568266,54.44364419,55.516007,48.39317284
ENSRNOG00000030278,0,0.16280311,0,0,0,0,0,0.548156092
ENSRNOG00000042451,5.382980425,3.837014642,4.497535243,4.230542654,8.51504148,7.37449293,10.25105329,4.784882091
ENSRNOG00000037211,1.197962505,0.474396391,0.996785306,0.338560186,1.173974918,1.343016606,2.478633448,0.696253255
ENSRNOG00000058643,12.0587789,9.198669014,7.910830086,3.557261353,17.28926089,15.85980319,16.33981255,14.77893821
ENSRNOG00000059794,0,0,0,0,0,0,0,0
ENSRNOG00000036366,0,0,0,0,0,0,0,0
ENSRNOG00000029425,0,0,0,0.329820181,0,0,0,0
ENSRNOG00000000653,0.037701706,0.087091535,0,0.255951752,0.375240735,0.114472528,0.278872782,0.439854211
ENSRNOG00000058197,0,0,0,0,0,0,0,0
ENSRNOG00000052244,0,0,0,0,0,0,0,0
ENSRNOG00000059607,0,0,0,0,0,0,0,0
ENSRNOG00000051971,0,0,0,0,0,0,0,0
ENSRNOG00000054095,0,0,0,0,0,0,0,0
ENSRNOG00000035494,0,0,0,0,0,0,0,0
ENSRNOG00000035590,0,0,0,0,0,0,0,0
ENSRNOG00000000655,20.55173746,9.949526706,14.00597361,7.19778663,19.88367711,19.97709277,31.7288248,14.7757917
ENSRNOG00000022480,0,0,0,0,0,0,0,0
ENSRNOG00000000657,73.68164935,61.21751825,65.26021676,50.79650173,87.52197601,81.2218873,85.75983931,81.86868068
ENSRNOG00000039332,0,0,0,0,0,0,0,0
ENSRNOG00000010357,0.071264357,0.188139187,0,0.455344964,0.378285832,0.173102217,0.287525299,0.237548384
ENSRNOG00000043374,3.401583872,1.810532808,4.297466949,3.593201115,4.368460937,1.998991799,1.918427006,2.682258459
ENSRNOG00000035961,0,0,0,0,0,0,0,0
ENSRNOG00000011063,9.027311823,6.997558928,5.838777844,6.596403615,8.768125167,9.937346855,9.505847486,9.902321435
ENSRNOG00000022174,0,0,0,0,0,0,0,0
ENSRNOG00000010903,0.06028751,0,0.018739149,0.064201365,0,0.170845834,0.108105681,0
ENSRNOG00000011137,17.88514533,14.77997893,15.50831491,8.132015716,20.8816099,21.06890898,23.2501978,23.19002836
ENSRNOG00000012318,2.776840917,1.205081107,2.491828987,0.941820226,3.647150656,5.50917783,6.586547298,2.821225904
ENSRNOG00000052029,0,0,0,0,0,0,0,0
ENSRNOG00000012613,0,0,0.036673597,0.062822892,0,0,0,0
ENSRNOG00000021575,0,0,0,0,0,0,0.144486194,0
ENSRNOG00000052604,0,0,0,0,0.209835474,0,0,0
ENSRNOG00000042901,0,0,0,0.10092858,0,0,0,0
ENSRNOG00000042369,0,0,0,0,0,0,0.170297896,0
ENSRNOG00000030715,74.0767291,43.1611729,49.89785604,40.43703554,92.51809449,87.73370191,139.7235083,89.00516059
ENSRNOG00000013312,2.565416786,1.682470267,1.574627926,1.789608816,3.619910548,2.62272496,2.729564085,2.706141846
ENSRNOG00000051902,0,0,0,0,0,0,0,0
ENSRNOG00000059603,0,0,0,0,0,0,0,0
ENSRNOG00000056288,0,0,0,0,0,0,0,0
ENSRNOG00000036200,0,0,0,0,0,0,0,0
ENSRNOG00000061752,0,0,0,0,0,0,0,0
ENSRNOG00000003258,26.82488225,18.02912644,20.3446471,13.74755553,25.09658639,28.28945368,32.16790615,29.60678749
ENSRNOG00000003251,3.088207306,3.064185806,4.174627156,2.549289033,5.858514284,4.933742878,5.574842606,5.872443012
ENSRNOG00000003385,50.34871939,63.11196516,49.67926191,60.94297618,70.95892013,65.17809758,60.88904253,72.85618949
ENSRNOG00000003545,19.81853309,14.38545296,15.89902363,16.32022329,22.68466017,22.30855855,24.23043764,20.65350597
ENSRNOG00000003434,26.47866782,16.35915029,16.49938928,9.938084542,42.53614017,36.60150219,39.25861306,33.31961719
ENSRNOG00000056434,0,0,2.555742249,2.189028755,0,0,0.921500835,0
ENSRNOG00000055008,0.449034639,0.296364885,0.418719907,0.286911536,0.476713601,0.109071203,0.724675414,0.399142786
ENSRNOG00000055995,0,0.400773521,0,0.161662408,0,0,0,0
ENSRNOG00000003687,42.73381956,34.18302629,36.47011801,30.2157843,52.46732963,45.94687256,45.43275143,40.73279718
ENSRNOG00000003888,0,0.209557779,0,0.056353715,0,0,0,0.07839761
ENSRNOG00000003895,5.349626438,4.603418835,6.440807242,5.192132626,2.156727713,2.056064039,3.551758344,3.08488284
ENSRNOG00000056369,0,0,0,0,0,0,0,0
ENSRNOG00000052921,6.821958752,3.128872273,6.68486332,5.633328687,0.920653143,0.140429174,4.19858818,3.468800272
ENSRNOG00000003959,7.316474004,1.897070139,11.08661495,5.530544048,3.467620123,3.490894718,5.271297151,3.04853759
ENSRNOG00000025794,0,0,0,0,0,0,0,0
ENSRNOG00000002811,6.391983705,4.118291903,4.257467962,2.115016677,10.90605894,8.317621355,8.760170822,8.48884373
ENSRNOG00000053378,0,0,0,0,0,0,0,0
ENSRNOG00000059193,0,0,0,0,0,0,0,0
ENSRNOG00000057047,0,0,0,0,0,0,0,0
ENSRNOG00000056067,0,0,0,0,0,0,0,0
ENSRNOG00000060279,0,0,0,0,0,0,0,0
ENSRNOG00000052146,0,0,0,0,0,0,0,0
ENSRNOG00000027254,0,0,0,0.445729837,0,0,0,0
ENSRNOG00000054800,0,0,0,0,0,0,0,0
ENSRNOG00000058188,0,0,0,0,0,0,0,0
ENSRNOG00000059672,0,0,0,0,0,0,0,0
ENSRNOG00000060764,0,0,0,0,0,0,0,0
ENSRNOG00000053385,0,0,0,0,0,0,0,0
ENSRNOG00000053445,0,0,0,0,0,0,0,0
ENSRNOG00000040834,0,0,0,0,0,0,0,0
ENSRNOG00000002657,11.58660953,6.924073643,6.027979572,4.506728582,16.3938236,13.40668216,18.41910168,12.87403911
ENSRNOG00000002525,3.236376343,1.451937182,1.617428922,1.300877768,4.266766603,3.134207036,5.461994431,3.290440755
ENSRNOG00000047120,0,0,0,0,0,0,0,0
ENSRNOG00000060838,0,0,0,0,0,0,0,0
ENSRNOG00000002517,0,0,0,0.174244624,0,0,0,0.323205243
ENSRNOG00000002473,21.26700216,13.85461735,16.94320196,12.25831672,27.0350526,25.49458216,24.25110457,28.52430559
ENSRNOG00000002394,22.44015858,10.95790164,13.31603848,8.274293128,41.17885275,37.67166041,44.57471059,32.14327026
ENSRNOG00000002385,17.08786294,5.945919432,2.68280672,6.591844367,43.23184303,20.78863548,42.13195619,10.75259064
ENSRNOG00000054544,0,0,0,0,0,0,0,0.768155959
ENSRNOG00000028627,1.57709489,0.788954639,0.510503165,0.677942812,3.15265922,1.66529465,2.809984629,2.081591286
ENSRNOG00000052133,0,0,0,0,0,0,0,0
ENSRNOG00000056650,0,0,0,0,0,0,0,0
ENSRNOG00000002618,103.243698,56.37927075,72.37515418,60.81057873,113.9201663,111.4580121,94.29521975,127.9731897
ENSRNOG00000032258,8.548623569,6.953095591,6.752327986,5.361751935,11.24436383,9.496813933,8.318304631,10.22484692
ENSRNOG00000002580,7.64693942,3.209724117,3.940643189,2.571592881,9.346732412,8.594794978,9.201643583,10.43444338
ENSRNOG00000002454,10.34198067,7.739237623,8.855073285,5.711399838,15.20391446,11.76663402,16.08030447,14.05418909
ENSRNOG00000056496,0,0,0,0,0,0,0,0
ENSRNOG00000053686,0,0,0,0,0,0,0,0
ENSRNOG00000002403,5.899437418,1.938399814,3.381666132,1.896966871,10.77738632,9.739317636,12.9485878,10.24387507
ENSRNOG00000028358,17.00531541,8.197618305,10.05330272,4.882408684,33.18665578,29.83223543,32.32449986,24.69913303
ENSRNOG00000029859,0,0.255979733,0.361661639,0,0,0,0.260802123,0
ENSRNOG00000028236,36.24443535,23.07763438,26.95509403,20.24588494,48.31953593,36.86265814,42.16530865,35.70097146
ENSRNOG00000061872,0,0,0,0,0,0,0,0
ENSRNOG00000059183,0,0,0,0,0,0,0,0
ENSRNOG00000052094,0,0,0,0,0,0,0,0
ENSRNOG00000002352,8.899050117,13.95609186,12.7899899,10.7591826,19.17688805,15.26996842,16.46989578,11.97428357
ENSRNOG00000028207,4.9333939,2.311804164,1.88613778,1.024465457,11.19514221,11.56387437,10.74838574,10.52459697
ENSRNOG00000002347,17.40391737,7.981874705,7.747093692,3.297224563,23.73239212,20.53386587,28.40526325,20.44165428
ENSRNOG00000028089,0,0.086905575,0,0,0,0,0,0.146305007
ENSRNOG00000061961,0.483666069,0.718249015,0,1.062322778,0,0.587416152,1.626177945,2.552687685
ENSRNOG00000061988,1.752653096,0,0,0,0.516857905,0.236512293,0,0
ENSRNOG00000028062,75.60828849,51.72625103,66.54193883,54.50009265,65.21505382,63.22809954,86.95102375,70.81360697
ENSRNOG00000028016,3.174537389,1.547231247,3.187930868,4.09576064,1.620297681,3.440292327,5.057550783,3.418740148
ENSRNOG00000027962,11.72806702,5.612169374,4.354659493,2.587794847,24.08242502,22.81598812,22.64655358,17.3580509
ENSRNOG00000027697,13.75175714,11.59739436,7.233692325,3.52031705,47.41695135,44.68038772,41.33581097,34.28152182
ENSRNOG00000002667,0.210524293,0.160323441,0.060403572,0.090538873,0.171924023,0,0.021779169,0.161942123
ENSRNOG00000002680,15.36030862,7.359118579,4.65939338,3.190204669,44.61540182,32.21582915,41.97914108,21.52230072
ENSRNOG00000052592,0,0,0,0,0,0,0,0.636404132
ENSRNOG00000052913,0,0.965235831,0,0,0,0,0,0
ENSRNOG00000002691,0,0,0,0.035690686,0,0,0.060097881,0
ENSRNOG00000002735,25.3855673,14.44611426,15.54869824,10.50655716,51.64123374,49.10512658,59.84934259,43.67813334
ENSRNOG00000002775,14.83094217,6.743181076,14.00042889,11.9623142,10.44816182,9.384182324,19.25630308,10.29420215
ENSRNOG00000002369,1.793794164,1.457122746,0.997182669,0.551032784,3.891131437,3.707770095,2.876360989,2.970499055
ENSRNOG00000052817,0,0,0,0,0,0,0,0
ENSRNOG00000027024,7.476736794,3.917987114,5.185187869,3.781009253,8.675529207,12.18345716,12.12698093,9.601637482
ENSRNOG00000027017,4.261569934,1.781772625,3.398465889,1.617129592,7.497779745,5.761196877,7.442891361,6.020632503
ENSRNOG00000026952,0,0,0,0.068789311,0,0,0.03861037,0
ENSRNOG00000026940,0,0.219721421,0,0.341859889,0,0,0,0.105685622
ENSRNOG00000046786,0,0,0,0,0,0,0,0
ENSRNOG00000048614,0.073530314,0,0.068566217,0,0,0,0,0.163401061
ENSRNOG00000049560,641.3660228,393.4544983,379.8054103,310.7110498,1004.357864,1129.85301,1169.084191,911.985048
ENSRNOG00000051975,0,0,0,0,0,0,0,0
ENSRNOG00000053748,0,0,0,0,0,0,0,0
ENSRNOG00000052403,0,0,0,0,0,0,0,0
ENSRNOG00000054898,0,0.028435569,0,0,0,0,0,0.143613322
ENSRNOG00000031569,0.115266213,0.07607622,0,0,0,0,0,0
ENSRNOG00000002863,6.188670735,2.412136164,1.613116651,1.021647656,18.21987079,12.50232076,13.467529,10.70701968
ENSRNOG00000057771,0,0,0,0,0,0,0,0
ENSRNOG00000059406,10.42515187,5.335417112,5.972857513,3.669288888,12.89676481,11.58842466,12.65413396,10.01287991
ENSRNOG00000003522,1.122299857,0.701737544,0.110161304,0.047177344,1.567736301,1.219563707,2.065432907,1.378266037
ENSRNOG00000003402,22.97698153,12.00664237,10.56538273,7.454302709,26.10944497,24.90381416,28.69397588,29.33097945
ENSRNOG00000000040,3.495050739,1.649385464,1.232715342,0.9545931,6.560644947,6.422132932,4.749120886,4.527277828
ENSRNOG00000000042,17.95961919,10.70411008,8.821942548,6.019982844,28.69657824,27.52553855,29.04708379,25.23997742
ENSRNOG00000043983,0,0,0,0,0,0,0,0
ENSRNOG00000062178,0,0.104182878,0,0,0,0,0,0
ENSRNOG00000003550,22.30565359,15.2241516,20.96355668,26.18521739,35.73843423,28.37024829,33.54146395,32.65518493
ENSRNOG00000003595,0.375512053,0.826132156,0.077813533,0.033324186,1.052016822,1.722901908,1.851730366,1.158990385
